cell_id,vaccine_element,log_p_no_response,p_no_response,p_response,log_p_response
18,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
18,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
18,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
18,mut28,-0.413765263422954,0.6611561305790546,0.33884386942094535,-1.0822158398731256
18,mut33,-0.9003656460758633,0.4064210263152202,0.5935789736847799,-0.5215850094463901
18,mut39,-0.09531176980441498,0.9090894636374308,0.09091053636256918,-2.397879372936513
18,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
18,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
19,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
19,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
19,mut15,-1.1010361193157947,0.3325263681526469,0.6674736318473531,-0.40425539233839797
19,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
19,mut20,-0.6872726558929297,0.5029459067625376,0.4970540932374624,-0.6990564192961015
19,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
19,mut26,-0.09531176980441498,0.9090894636374308,0.09091053636256918,-2.397879372936513
19,mut28,-1.4011406628772518,0.24631584030332546,0.7536841596966746,-0.2827818850755062
19,mut33,-0.3912922128486724,0.6761825379417873,0.3238174620582127,-1.1275753106620796
19,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
19,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
19,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
20,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
20,mut12,-0.4866021826529983,0.614711527218304,0.385288472781696,-0.9537629453119777
20,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
20,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
20,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
20,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
20,mut26,-0.1906217396087409,0.8264451404965794,0.17355485950342064,-1.7512615364704385
20,mut28,-1.5935126891358373,0.20321054109905176,0.7967894589009482,-0.22716480209023507
20,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
20,mut39,-0.38124167921739277,0.6830127996724046,0.3169872003275954,-1.148893883435522
20,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
20,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
21,mut11,-0.38124167921739277,0.6830127996724046,0.3169872003275954,-1.148893883435522
21,mut12,-0.1906217396087409,0.8264451404965794,0.17355485950342064,-1.7512615364704385
21,mut15,-0.6772221222616501,0.5080262689233045,0.4919737310766955,-0.7093299560357765
21,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
21,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
21,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
21,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
21,mut28,-1.0743887497773563,0.34150643740190206,0.6584935625980979,-0.417800533703688
21,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
21,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
21,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
21,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
22,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut12,-0.19062173960874093,0.8264451404965794,0.17355485950342064,-1.7512615364704385
22,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut19,-1.360318659190334,0.25657900266793715,0.7434209973320629,-0.2964927765191283
22,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut28,-1.5465763394093637,0.21297588419818847,0.7870241158018115,-0.239496388338136
22,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
22,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
23,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut12,-0.38124167921739277,0.6830127996724046,0.3169872003275954,-1.148893883435522
23,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut28,-16.995988146986253,4.1565799010723095e-08,0.999999958434201,-4.1565799888780814e-08
